participant,date,score,index,system,question,name
VK,2021/07/29 3:32:31 PM OEZ,2,17,C2T+pg+cv,1,covererage
VK,2021/07/29 3:32:31 PM OEZ,2,17,C2T+pg+cv,2,redundancy
VK,2021/07/29 3:32:31 PM OEZ,4,17,C2T+pg+cv,3,semantic
VK,2021/07/29 3:32:31 PM OEZ,5,17,C2T+pg+cv,4,grammar
VK,2021/07/29 3:32:31 PM OEZ,1,16,C2T,1,covererage
VK,2021/07/29 3:32:31 PM OEZ,5,16,C2T,2,redundancy
VK,2021/07/29 3:32:31 PM OEZ,1,16,C2T,3,semantic
VK,2021/07/29 3:32:31 PM OEZ,4,16,C2T,4,grammar
VK,2021/07/29 3:32:31 PM OEZ,1,28,T2T+pg+cv,1,covererage
VK,2021/07/29 3:32:31 PM OEZ,5,28,T2T+pg+cv,2,redundancy
VK,2021/07/29 3:32:31 PM OEZ,2,28,T2T+pg+cv,3,semantic
VK,2021/07/29 3:32:31 PM OEZ,5,28,T2T+pg+cv,4,grammar
VK,2021/07/29 3:32:31 PM OEZ,2,11,T2T+pg,1,covererage
VK,2021/07/29 3:32:31 PM OEZ,1,11,T2T+pg,2,redundancy
VK,2021/07/29 3:32:31 PM OEZ,2,11,T2T+pg,3,semantic
VK,2021/07/29 3:32:31 PM OEZ,3,11,T2T+pg,4,grammar
VK,2021/07/29 3:32:31 PM OEZ,2,22,C2T,1,covererage
VK,2021/07/29 3:32:31 PM OEZ,5,22,C2T,2,redundancy
VK,2021/07/29 3:32:31 PM OEZ,2,22,C2T,3,semantic
VK,2021/07/29 3:32:31 PM OEZ,1,22,C2T,4,grammar
VK,2021/07/29 3:32:31 PM OEZ,3,22,T2T+pg+cv,1,covererage
VK,2021/07/29 3:32:31 PM OEZ,4,22,T2T+pg+cv,2,redundancy
VK,2021/07/29 3:32:31 PM OEZ,3,22,T2T+pg+cv,3,semantic
VK,2021/07/29 3:32:31 PM OEZ,5,22,T2T+pg+cv,4,grammar
VK,2021/07/29 3:32:31 PM OEZ,3,24,C2T+pg+cv,1,covererage
VK,2021/07/29 3:32:31 PM OEZ,5,24,C2T+pg+cv,2,redundancy
VK,2021/07/29 3:32:31 PM OEZ,5,24,C2T+pg+cv,3,semantic
VK,2021/07/29 3:32:31 PM OEZ,5,24,C2T+pg+cv,4,grammar
VK,2021/07/29 3:32:31 PM OEZ,4,19,Reference,1,covererage
VK,2021/07/29 3:32:31 PM OEZ,3,19,Reference,2,redundancy
VK,2021/07/29 3:32:31 PM OEZ,2,19,Reference,3,semantic
VK,2021/07/29 3:32:31 PM OEZ,5,19,Reference,4,grammar
CYY,2021/08/01 9:49:05 PM OEZ,3,19,T2T+pg,1,covererage
CYY,2021/08/01 9:49:05 PM OEZ,5,19,T2T+pg,2,redundancy
CYY,2021/08/01 9:49:05 PM OEZ,5,19,T2T+pg,3,semantic
CYY,2021/08/01 9:49:05 PM OEZ,5,19,T2T+pg,4,grammar
CYY,2021/08/01 9:49:05 PM OEZ,2,2,C2T,1,covererage
CYY,2021/08/01 9:49:05 PM OEZ,5,2,C2T,2,redundancy
CYY,2021/08/01 9:49:05 PM OEZ,3,2,C2T,3,semantic
CYY,2021/08/01 9:49:05 PM OEZ,4,2,C2T,4,grammar
CYY,2021/08/01 9:49:05 PM OEZ,3,10,Reference,1,covererage
CYY,2021/08/01 9:49:05 PM OEZ,3,10,Reference,2,redundancy
CYY,2021/08/01 9:49:05 PM OEZ,3,10,Reference,3,semantic
CYY,2021/08/01 9:49:05 PM OEZ,4,10,Reference,4,grammar
CYY,2021/08/01 9:49:05 PM OEZ,3,20,C2T+pg,1,covererage
CYY,2021/08/01 9:49:05 PM OEZ,5,20,C2T+pg,2,redundancy
CYY,2021/08/01 9:49:05 PM OEZ,5,20,C2T+pg,3,semantic
CYY,2021/08/01 9:49:05 PM OEZ,5,20,C2T+pg,4,grammar
CYY,2021/08/01 9:49:05 PM OEZ,2,20,T2T+pg+cv,1,covererage
CYY,2021/08/01 9:49:05 PM OEZ,4,20,T2T+pg+cv,2,redundancy
CYY,2021/08/01 9:49:05 PM OEZ,3,20,T2T+pg+cv,3,semantic
CYY,2021/08/01 9:49:05 PM OEZ,4,20,T2T+pg+cv,4,grammar
CYY,2021/08/01 9:49:05 PM OEZ,3,5,C2T_char,1,covererage
CYY,2021/08/01 9:49:05 PM OEZ,4,5,C2T_char,2,redundancy
CYY,2021/08/01 9:49:05 PM OEZ,4,5,C2T_char,3,semantic
CYY,2021/08/01 9:49:05 PM OEZ,5,5,C2T_char,4,grammar
CYY,2021/08/01 9:49:05 PM OEZ,2,18,T2T+pg+cv,1,covererage
CYY,2021/08/01 9:49:05 PM OEZ,4,18,T2T+pg+cv,2,redundancy
CYY,2021/08/01 9:49:05 PM OEZ,3,18,T2T+pg+cv,3,semantic
CYY,2021/08/01 9:49:05 PM OEZ,5,18,T2T+pg+cv,4,grammar
CYY,2021/08/01 9:49:05 PM OEZ,2,14,C2T,1,covererage
CYY,2021/08/01 9:49:05 PM OEZ,4,14,C2T,2,redundancy
CYY,2021/08/01 9:49:05 PM OEZ,2,14,C2T,3,semantic
CYY,2021/08/01 9:49:05 PM OEZ,3,14,C2T,4,grammar
CYY,2021/08/01 9:49:05 PM OEZ,2,10,T2T+pg+cv,1,covererage
CYY,2021/08/01 9:49:05 PM OEZ,5,10,T2T+pg+cv,2,redundancy
CYY,2021/08/01 9:49:05 PM OEZ,3,10,T2T+pg+cv,3,semantic
CYY,2021/08/01 9:49:05 PM OEZ,5,10,T2T+pg+cv,4,grammar
CYY,2021/08/01 9:49:05 PM OEZ,4,13,C2T_char,1,covererage
CYY,2021/08/01 9:49:05 PM OEZ,5,13,C2T_char,2,redundancy
CYY,2021/08/01 9:49:05 PM OEZ,4,13,C2T_char,3,semantic
CYY,2021/08/01 9:49:05 PM OEZ,5,13,C2T_char,4,grammar
